"vojvodina","rs","borski; branicevski; grad beograd; jablanicki; južno-backi; južno-banatski; kolubarski; macvanski; moravicki; nišavski; pcinjski; pirotski; podunavski; pomoravski; rasinski; raški; severno-backi; severno-banatski; srednje-banatski; sremski; šumadijski; toplicki; zajecarski; zapadno-backi; zlatiborski; kosovska mitrovica; pecki; prizren","EASTERN EUROPE"
"moscow","ru","moskva",NA
"moscow oblast","ru","moscow city",NA
"eastern province","sa","ar riyad; makkah","NEAR EAST"
"gavleborg county","se","gävleborg","WESTERN EUROPE"
"stockholm county","se","stockholm","WESTERN EUROPE"
"uppsala county","se","uppsala","WESTERN EUROPE"
"administrative unit maribor","si","podravska","EASTERN EUROPE"
"celje","si","savinjska","EASTERN EUROPE"
"koper","si","obalno-kraška","EASTERN EUROPE"
"ljubljana","si","osrednjeslovenska","EASTERN EUROPE"
"murska sobota","si","pomurska","EASTERN EUROPE"
"nova gorica","si","goriška","EASTERN EUROPE"
"trbovlje","si","zasavska","EASTERN EUROPE"
"zagorje ob savi","si","zasavska","EASTERN EUROPE"
"svalbard","sj","svalbard",NA
"banská bystrica region","sk","banskobystrický","ASIA (EX. NEAR EAST)"
"bratislava region","sk","bratislavský","ASIA (EX. NEAR EAST)"
"košice region","sk","košický","ASIA (EX. NEAR EAST)"
"nitra region","sk","nitriansky","ASIA (EX. NEAR EAST)"
"prešov region","sk","prešovský","ASIA (EX. NEAR EAST)"
"trencín region","sk","trenciansky","ASIA (EX. NEAR EAST)"
"trnava region","sk","trnavský","ASIA (EX. NEAR EAST)"
"žilina region","sk","žilinský","ASIA (EX. NEAR EAST)"
"bangkok","th","bangkok metropolis","ASIA (EX. NEAR EAST)"
"chachoengsao","th","chachoengsao","ASIA (EX. NEAR EAST)"
"chaiyaphum","th","chaiyaphum","ASIA (EX. NEAR EAST)"
"chiang mai","th","chiang mai","ASIA (EX. NEAR EAST)"
"chiang rai","th","chiang rai","ASIA (EX. NEAR EAST)"
"chon buri","th","chon buri","ASIA (EX. NEAR EAST)"
"lampang","th","lampang","ASIA (EX. NEAR EAST)"
"lamphun","th","lamphun","ASIA (EX. NEAR EAST)"
"mae hong son","th","mae hong son","ASIA (EX. NEAR EAST)"
"nakhon sawan","th","nakhon sawan","ASIA (EX. NEAR EAST)"
"nan","th","nan","ASIA (EX. NEAR EAST)"
"narathiwat","th","narathiwat","ASIA (EX. NEAR EAST)"
"nonthaburi","th","nonthaburi","ASIA (EX. NEAR EAST)"
"pathum thani","th","pathum thani","ASIA (EX. NEAR EAST)"
"phra nakhon si ayutthaya","th","phra nakhon si ayutthaya","ASIA (EX. NEAR EAST)"
"phrae","th","phrae","ASIA (EX. NEAR EAST)"
"phuket","th","phuket","ASIA (EX. NEAR EAST)"
"ratchaburi","th","ratchaburi","ASIA (EX. NEAR EAST)"
"rayong","th","rayong","ASIA (EX. NEAR EAST)"
"sa kaeo","th","sa kaeo","ASIA (EX. NEAR EAST)"
"samut prakan","th","samut prakan","ASIA (EX. NEAR EAST)"
"samut sakhon","th","samut sakhon","ASIA (EX. NEAR EAST)"
"saraburi","th","saraburi","ASIA (EX. NEAR EAST)"
"songkhla","th","songkhla","ASIA (EX. NEAR EAST)"
"surat thani","th","surat thani","ASIA (EX. NEAR EAST)"
"yala","th","yala","ASIA (EX. NEAR EAST)"
"districts of republican subordination","tj","dushanbe; gorno-badakhshan; khatlon; leninabad; tadzhikistan territories",NA
"ashgabat","tm","asgabat",NA
"adana","tr","adana","NEAR EAST"
"amasya","tr","amasya","NEAR EAST"
"ankara","tr","ankara","NEAR EAST"
"artvin","tr","artvin","NEAR EAST"
"agri","tr","agri","NEAR EAST"
"balikesir","tr","balikesir","NEAR EAST"
"bilecik","tr","bilecik","NEAR EAST"
"bolu","tr","bolu","NEAR EAST"
"bursa","tr","bursa","NEAR EAST"
"denizli","tr","denizli","NEAR EAST"
"edirne","tr","edirne","NEAR EAST"
"erzurum","tr","erzurum","NEAR EAST"
"giresun","tr","giresun","NEAR EAST"
"hatay","tr","hatay","NEAR EAST"
"igdir","tr","igdir","NEAR EAST"
"kahramanmaras","tr","karaman","NEAR EAST"
"kars","tr","kars","NEAR EAST"
"kayseri","tr","kayseri","NEAR EAST"
"kocaeli","tr","kocaeli","NEAR EAST"
"konya","tr","konya","NEAR EAST"
"kütahya","tr","kütahya","NEAR EAST"
"kirklareli","tr","kirklareli","NEAR EAST"
"manisa","tr","manisa","NEAR EAST"
"mugla","tr","mugla","NEAR EAST"
"ordu","tr","ordu","NEAR EAST"
"rize","tr","rize","NEAR EAST"
"sakarya","tr","sakarya","NEAR EAST"
"samsun","tr","samsun","NEAR EAST"
"sinop","tr","sinop","NEAR EAST"
"sivas","tr","sivas","NEAR EAST"
"tekirdag","tr","tekirdag","NEAR EAST"
"tokat","tr","tokat","NEAR EAST"
"trabzon","tr","trabzon","NEAR EAST"
"turkey","tr",NA,"NEAR EAST"
"yalova","tr","yalova","NEAR EAST"
"yozgat","tr","yozgat","NEAR EAST"
"zonguldak","tr","zinguldak","NEAR EAST"
"çanakkale","tr","çanakkale","NEAR EAST"
"çorum","tr","çorum","NEAR EAST"
"Istanbul","tr","istanbul","NEAR EAST"
"Izmir","tr","izmir","NEAR EAST"
"kaohsiung city","tw","kaohsiung","ASIA (EX. NEAR EAST)"
"new taipei city","tw","new taipei","ASIA (EX. NEAR EAST)"
"taichung city","tw","taichung","ASIA (EX. NEAR EAST)"
"tainan city","tw","tainan","ASIA (EX. NEAR EAST)"
"taipei city","tw","taipei","ASIA (EX. NEAR EAST)"
"taiwan","tw","taiwan","ASIA (EX. NEAR EAST)"
"taiwan province","tw","taiwan","ASIA (EX. NEAR EAST)"
"taoyuan city","tw",NA,"ASIA (EX. NEAR EAST)"
"central region","ug","adjumani; apac; arua; bugiri; bundibugyo; bushenyi; busia; gulu; hoima; iganga; jinja; kabale; kabarole; kaberamaido; kalangala; kampala; kamuli; kamwenge; kanungu; kapchorwa; kasese; katakwi; kayunga; kibale; kiboga; kisoro; kitgum; kotido; kumi; kyenjojo; lake; albert; lake victoria; lira; luwero; masaka; masindi; mayuge; mbale; mbarara; moroto; moyo; mpigi; mubende; mukono; nakapiripirit; nakasongola; nebbi; ntungamo; pader; pallisa; rakai; rukungiri; sembabule; sironko; soroti; tororo; wakiso; yumbe","SUB-SAHARAN AFRICA"
"alabama","us","alabama","NORTHERN AMERICA"
"alaska","us","alaska","NORTHERN AMERICA"
"arizona","us","arizona","NORTHERN AMERICA"
"arkansas","us","arkansas","NORTHERN AMERICA"
"california","us","california","NORTHERN AMERICA"
"colorado","us","colorado","NORTHERN AMERICA"
"connecticut","us","connecticut","NORTHERN AMERICA"
"delaware","us","delaware","NORTHERN AMERICA"
"district of columbia","us","district of columbia","NORTHERN AMERICA"
"florida","us","florida","NORTHERN AMERICA"
"georgia","us","georgia","NORTHERN AMERICA"
"hawaii","us","hawaii","NORTHERN AMERICA"
"idaho","us","idaho","NORTHERN AMERICA"
"illinois","us","illinois","NORTHERN AMERICA"
"indiana","us","indiana","NORTHERN AMERICA"
"iowa","us","iowa","NORTHERN AMERICA"
"kansas","us","kansas","NORTHERN AMERICA"
"kentucky","us","kentucky","NORTHERN AMERICA"
"louisiana","us","louisiana","NORTHERN AMERICA"
"maine","us","maine","NORTHERN AMERICA"
"maryland","us","maryland","NORTHERN AMERICA"
"massachusetts","us","massachusetts","NORTHERN AMERICA"
"michigan","us","michigan","NORTHERN AMERICA"
"minnesota","us","minnesota","NORTHERN AMERICA"
"mississippi","us","mississippi","NORTHERN AMERICA"
"missouri","us","missouri","NORTHERN AMERICA"
"montana","us","montana","NORTHERN AMERICA"
"nebraska","us","nebraska","NORTHERN AMERICA"
"nevada","us","nevada","NORTHERN AMERICA"
"new hampshire","us","new hampshire","NORTHERN AMERICA"
"new jersey","us","new jersey","NORTHERN AMERICA"
"new mexico","us","new mexico","NORTHERN AMERICA"
"new york","us","new york","NORTHERN AMERICA"
"north carolina","us","north carolina","NORTHERN AMERICA"
"north dakota","us","north dakota","NORTHERN AMERICA"
"ohio","us","ohio","NORTHERN AMERICA"
"oklahoma","us","oklahoma","NORTHERN AMERICA"
"oregon","us","oregon","NORTHERN AMERICA"
"pennsylvania","us","pennsylvania","NORTHERN AMERICA"
"rhode island","us","rhode island","NORTHERN AMERICA"
"south carolina","us","south carolina","NORTHERN AMERICA"
"south dakota","us","south dakota","NORTHERN AMERICA"
"tennessee","us","tennessee","NORTHERN AMERICA"
"texas","us","texas","NORTHERN AMERICA"
"united states of america","us",NA,"NORTHERN AMERICA"
"utah","us","utah","NORTHERN AMERICA"
"vermont","us","vermont","NORTHERN AMERICA"
"virginia","us","virginia","NORTHERN AMERICA"
"washington","us","washington","NORTHERN AMERICA"
"west virginia","us","west virginia","NORTHERN AMERICA"
"wisconsin","us","wisconsin","NORTHERN AMERICA"
"wyoming","us","wyoming","NORTHERN AMERICA"
"uzbekistan","uz","andijon; bukhoro; ferghana; jizzakh; karakalpakstan; kashkadarya; khorezm; namangan; navoi; samarkand; sirdaryo; surkhandarya; tashkent; tashkent city","C.W. OF IND. STATES"
"hanoi","vn",NA,"ASIA (EX. NEAR EAST)"
"ho chi minh city","vn",NA,"ASIA (EX. NEAR EAST)"
"decentralized administration of peloponnese","gr","peloponnese","WESTERN EUROPE"
"kosovo","xk","ðakovica; gnjilane; pristina; uroševac",NA
"kwazulu-natal","za","kwazulu-natal","SUB-SAHARAN AFRICA"
